lon	lat	T	LDEO ClimateGroup PROJECTS IPCC CMIP5 pdsi-spei pdsi CCSM4 r1i1p1 pdsi-all
degree_east	degree_north	months since 1900-01-01	unitless
   -120.0000    	    41.93717    	    1877.500    	   -2.057193    
   -122.5000    	    42.87958    	    1877.500    	   -2.958641    
   -121.2500    	    42.87958    	    1877.500    	   -2.067671    
   -120.0000    	    42.87958    	    1877.500    	   -1.859654    
   -122.5000    	    37.22513    	    1878.500    	   -2.654356    
   -121.2500    	    37.22513    	    1878.500    	   -2.309584    
   -120.0000    	    37.22513    	    1878.500    	   -1.566362    
   -122.5000    	    38.16754    	    1878.500    	   -2.165051    
   -121.2500    	    38.16754    	    1878.500    	   -1.490776    
   -120.0000    	    38.16754    	    1878.500    	   -1.382756    
   -122.5000    	    39.10995    	    1878.500    	   -1.131130    
   -121.2500    	    39.10995    	    1878.500    	  -4.5719307E-02
   -120.0000    	    39.10995    	    1878.500    	   -1.140176    
   -122.5000    	    40.05236    	    1878.500    	  -0.1042842    
   -121.2500    	    40.05236    	    1878.500    	  -7.6649755E-02
   -120.0000    	    40.05236    	    1878.500    	   -1.507221    
   -122.5000    	    40.99477    	    1878.500    	   -1.573937    
   -121.2500    	    40.99477    	    1878.500    	   -1.406015    
   -120.0000    	    40.99477    	    1878.500    	   -2.131564    
   -122.5000    	    41.93717    	    1878.500    	   -2.606590    
   -121.2500    	    41.93717    	    1878.500    	   -1.932869    
   -120.0000    	    41.93717    	    1878.500    	   -2.087026    
   -122.5000    	    42.87958    	    1878.500    	   -2.919850    
   -121.2500    	    42.87958    	    1878.500    	   -1.987281    
   -120.0000    	    42.87958    	    1878.500    	   -1.810606    
   -122.5000    	    37.22513    	    1879.500    	   -2.187472    
   -121.2500    	    37.22513    	    1879.500    	   -2.060058    
   -120.0000    	    37.22513    	    1879.500    	   -1.528914    
   -122.5000    	    38.16754    	    1879.500    	   -1.887435    
   -121.2500    	    38.16754    	    1879.500    	   -1.408595    
   -120.0000    	    38.16754    	    1879.500    	   -1.394806    
   -122.5000    	    39.10995    	    1879.500    	   -1.018948    
   -121.2500    	    39.10995    	    1879.500    	  -0.1486248    
   -120.0000    	    39.10995    	    1879.500    	   -1.222466    
   -122.5000    	    40.05236    	    1879.500    	  -0.1779448    
   -121.2500    	    40.05236    	    1879.500    	  -0.1543846    
   -120.0000    	    40.05236    	    1879.500    	   -1.477637    
   -122.5000    	    40.99477    	    1879.500    	   -1.331728    
   -121.2500    	    40.99477    	    1879.500    	   -1.217665    
   -120.0000    	    40.99477    	    1879.500    	   -1.773670    
   -122.5000    	    41.93717    	    1879.500    	   -2.187709    
   -121.2500    	    41.93717    	    1879.500    	   -1.345241    
   -120.0000    	    41.93717    	    1879.500    	   -1.715801    
   -122.5000    	    42.87958    	    1879.500    	   -2.692286    
   -121.2500    	    42.87958    	    1879.500    	   -1.597852    
   -120.0000    	    42.87958    	    1879.500    	   -1.583547    
   -122.5000    	    37.22513    	    1889.500    	   0.2026260    
   -121.2500    	    37.22513    	    1889.500    	   -1.082964    
   -120.0000    	    37.22513    	    1889.500    	   0.9022440    
   -122.5000    	    38.16754    	    1889.500    	   -2.549582    
   -121.2500    	    38.16754    	    1889.500    	   -1.823169    
   -120.0000    	    38.16754    	    1889.500    	   0.5582452    
